<<<<<<< HEAD
Class,Tags,Combined,Archetype,id,Level,Class Ability,Description,Img
Spiritualist,"[[""Spiritualist""],[""Usher of Lost Souls""]]",Spiritualist (Usher of Lost Souls),Usher of Lost Souls,<id-00007,2,Spirit Senses,"<p>At 2nd level, an usher of lost souls gains a bonus equal to half her spiritualist level on Perception checks to detect haunts and incorporeal creatures and on Sense Motive checks to determine whether a creature is possessed, under the effects of an enchantment or curse, or otherwise magically controlled.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Ectoplasmatist""]]",Spiritualist (Ectoplasmatist),Ectoplasmatist,<id-00008,3,Spiritual Combat,"<p>At 3rd level, as a full-round action, an ectoplasmatist can make all of her attacks with a single light or one-handed ectoplasmic lash wielded in one hand, and also cast a single spiritualist spell with a casting time of one standard action as a free action either before or after making the ectoplasmic lash attacks. The ectoplasmatist takes a -2 penalty on her attack rolls when using spiritual combat. If she decides to cast the spell defensively, she can choose to take an additional penalty on her attack rolls up to her Wisdom bonus, and add the same amount as a circumstance bonus on her concentration check. If the concentration check fails, the spell is wasted, but the attacks still take the penalty.</p><p>Also, when the ectoplasmatist casts a spiritualist spell with a range of touch, she can deliver the spell through one of her ectoplasmic lashes. Instead of making the free melee touch attack she would normally use to deliver the spell, the ectoplasmatist can choose to make a free ectoplasmic lash attack at her highest base attack bonus. A successful lash attack deals damage normally and imparts the spell's effects. The ectoplasmatist can't hold the charge if her lash attack misses.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Plague Eater""]]",Spiritualist (Plague Eater),Plague Eater,<id-00027,4,Spiritual Inoculation,"<p>At 4th level, whenever a plague eater is within reach of her ectoplasmic manifested phantom, she gains a +4 circumstance bonus on saving throws against disease.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Geist Channeler""]]",Spiritualist (Geist Channeler),Geist Channeler,<id-00026,3,Spiritual Manifestation,"<p>Because of the nature of her phantom, a geist channeler can use the bonded manifestation ability to manifest his phantom only in incorporeal form. This ability alters bonded manifestation.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Onmyoji""]]",Spiritualist (Onmyoji),Onmyoji,<id-00005,1,Spiritual Resistance,"<p>An onmyoji's phantom provides her with protection from supernatural forces. While the phantom is confined within the onmyoji's consciousness (not stranded on the Ethereal Plane or fully manifested), it grants her a +2 bonus on saving throws against the spell-like and supernatural abilities of fey, outsiders, and incorporeal undead. At 6th level and every 6 levels thereafter, this bonus increases by 1 (to a maximum of +5 at 18th level). This ability replaces shared consciousness and fused consciousness.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Fated Guide""]]",Spiritualist (Fated Guide),Fated Guide,<id-00027,3,Thanatopic Bonded Manifestation,"<p>A 3rd level, a fated guide can bond with her phantom to channel the influence of Pharasma and her servitors. When a spiritualist gains this ability, she must replace her ability to form either an ectoplasmic bonded manifestation or an incorporeal bonded manifestation.</p><p>When the fated guide uses this thanatopic bond, she gains access to the benefits of her phantom's Deific Obedience feat, and can use speak with dead as per the spell, asking a maximum of one question per spiritualist level she has each day, and no more than one question per corpse; asking a question and getting an answer requires 2 full rounds.</p><p>At 8th level, the fated guide can act normally even after being reduced below 0 hit points. The spiritualist immediately dies if reduced to a number of negative hit points equal to her Constitution score. She takes 1 extra point of damage each round she performs a strenuous action, such as attacking or casting a spell, and immediately falls unconscious and begins dying if she dismisses the thanatopic bond or the duration of bonded manifestation expires. Maintaining her nearly dead form is taxing, and each round that she remains active below 0 hit points consumes 2 rounds of bonded manifestation's duration.</p><p>At 13th level, while using her thanatopic bonded manifestation, the fated guide can cast antilife shell as a spell-like ability. Maintaining this spell quickly exhausts her phantom, and each round she maintains the spell consumes 2 rounds of bonded manifestation's duration.</p><p>At 18th level, the fated guide's touch banishes the unquiet dead. She can deal 10d6 points of positive energy damage (Will half; DC = 10 + 1/2 the fated guide's spiritualist level + her Wisdom modifier) as a touch attack against undead creatures. An undead creature that successfully saves against this touch attack is immune to the same fated guide's positive energy touch for 24 hours.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Priest of the Fallen""]]",Spiritualist (Priest of the Fallen),Priest of the Fallen,<id-00013,20,True Legend,"<p>At 20th level, a priest of the fallen is strong enough to confine a phantom in her consciousness as a standard action. On the start of her following turn, she gains access to all standard spiritualist abilities involving a confined phantom. She can confine her phantom for a number of rounds per day equal to 4 + her Wisdom modifier.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Totem Spiritualist""]]",Spiritualist (Totem Spiritualist),Totem Spiritualist,<id-00024,17,Twin Phantoms,"<p>At 17th level, the totem spiritualist can call upon two of her phantom animals at once. As a standard action, she can manifest a second phantom animal. The phantom animal remains for a number of rounds per day equal to her spiritualist level and can be dismissed as a free action. This duration does not need to be consecutive.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Shadow Caller""]]",Spiritualist (Shadow Caller),Shadow Caller,<id-00020,10,Umbral Aura,"<p>At 10th level, a shadow caller is wreathed in an aura of darkness while her shade inhabits her shadow, gaining 50% concealment against creatures without darkvision or the see in darkness ability. Additionally, the shadow caller's square and all adjacent squares are treated as areas of dim illumination while she benefits from this ability; this second effect counts as a 4th-level darkness spell for the purpose of adjudicating light and darkness effects. While her shade inhabits her shadow, the shadow caller can hide in plain sight, even if an observing creature has darkvision or see in darkness.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Necrologist""]]",Spiritualist (Necrologist),Necrologist,<id-00026,1,Undead Phantom,"<p>A necrologist's phantom is undead, rather than an outsider. It has normal undead immunities and no Constitution score; uses d8 Hit Dice, each of which is modified by the phantom's Charisma modifier as normal; and gains the abilities below at the levels indicated. An undead phantom otherwise follows the standard phantom rules (for instance, its base attack bonus and skills don't change to match undead).</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Fated Guide""]]",Spiritualist (Fated Guide),Fated Guide,<id-00023,16,Undeniable Bond,"<p>When the fated guide reaches 16th level, her phantom gains an additional +4 bonus on saving throws against banishment, dismissal, or other similar effects, for a total of +8. This ability replaces the call spirit ability.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Quintessentialist""]]",Spiritualist (Quintessentialist),Quintessentialist,<id-00026,1,Unfocused Spellcasting,"<p>A quintessentialist's sheared mind has difficulty focusing on even the simplest spells. All of her spells have a minimum casting time of 1 round, even if casting a spell would normally take less time, such as a standard action.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Haunted""]]",Spiritualist (Haunted),Haunted,<id-00008,3,Usurp Manifestation,"<p>At 3rd level, the haunted's phantom begins to subtly subvert the relationship with its master, gaining rather than granting power from the connection. When fully manifested in ectoplasmic form, the phantom can use its usurp manifestation ability to draw upon the haunted's body to strengthen its ectoplasmic might, temporarily weakening the spiritualist in order to increase its own power. The phantom must activate this ability as an immediate action at the start of the spiritualist's turn, and it can use this ability a number of rounds per day equal to 3 + the haunted's spiritualist level. The rounds don't need to be consecutive, and the phantom can dismiss the effects of a usurped manifestation as a free action on its turn. While this ability is in effect, the haunted's features become sunken and withdrawn, and she gains the nauseated condition until the effect ends. Conversely, the phantom surges in size and power, becoming one size category larger (as if affected by an enlarge person spell) and increasing its natural armor bonus to AC by 2 for the effect's duration. If the spiritualist prevents or mitigates the nauseated condition, the phantom is unable to siphon energy and doesn't gain the benefits of usurp manifestation.</p><p>At 8th level and every 5 levels thereafter (13th and 18th levels), the phantom gains new abilities while using usurp manifestation.</p><p><i>Usurp Spell: </i>At 8th level, while using usurp manifestation, the phantom can leech spell slots from the haunted to increase its own power. The phantom can reach through the etheric tether as a swift action to drain the nauseated haunted's psychic spell energy, effectively taking any touch spell or spell with a target of 'you' that the haunted knows and casting it on itself (assuming the haunted has not yet used up her allotment of spells per day for the spell's level). This ability consumes two of the haunted's spell slots of the appropriate level and otherwise follows the rules for the share spells and deliver touch spells abilities.</p><p><i>Teleplasmic Surge: </i>At 13th level, when using usurp manifestation, the phantom gains a +2 morale bonus on attack rolls, saving throws, and skill checks.</p><p><i>Ferocious Phantom: </i>At 18th level, when using usurp manifestation the phantom gains DR 10/slashing and spell resistance equal to 11 + the haunted's spiritualist level (this spell resistance doesn't apply to spells originating from the spiritualist or from the usurp spell ability).</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Haunted""]]",Spiritualist (Haunted),Haunted,<id-00024,17,Usurped Bond,"<p>At 17th level, the haunted's phantom can use usurp manifestation for a number of rounds per day equal to 3 + double the haunted's spiritualist level. This ability replaces dual bond.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Ward Spiritualist""]]",Spiritualist (Ward Spiritualist),Ward Spiritualist,<id-00007,1,Ward Implement,"<p>The ward spiritualist gains a single implement school of her choice, as an occultist, along with its resonant focus power and base focus power. The ward spiritualist does not gain additional spells from her ward implement, and it always starts each day with mental focus invested equal to half her class level (minimum 1).</p><p>When she gains her ward implement, the ward spiritualist must choose either to have a physical implement or to be the implement herself. If she chooses to have a physical implement, her spiritualist spells include it as a focus component, and she can change what item is her implement when she regains her spells at the start of each day. Her implement must be an item that can be held in one hand, and it cannot be a manufactured weapon. If the ward spiritualist chooses to be her own ward implement, her spiritualist spells always have a somatic component in addition to their other components; this component does not become an emotion component.</p><p>She can remove the focus or somatic component of her spells, but this requires a concentration check with a DC equal to 15 + twice the spell level, which is increased for a thought component as normal.</p><p>She gains a focus power for her implement school at 2nd level, and again at 6th level and 12th level. She must meet the prerequisites of these focus powers, treating her spiritualist level as her occultist level for focus power prerequisites. She also treats her spiritualist level as her occultist level for feat prerequisites.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Soul Warden""]]",Spiritualist (Soul Warden),Soul Warden,<id-00008,3,Warding Vessel,"<p>At 3rd level, a soul warden can allow a spirit, soul, or incorporeal creature to hide inside her. While within the soul warden, the warded creature can communicate with the soul warden, and it can be targeted only by effects that could target a creature possessing another creature's body. The warded creature has no other influence over the soul warden or her body. If the soul warden is reduced below 0 hit points, the warded creature is expelled.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Phantom Blade""]]",Spiritualist (Phantom Blade),Phantom Blade,<id-00001,1,Weapon and Armor Proficiency,<p>A phantom blade is proficient with all simple and martial weapons. She is also proficient with light and medium armor. This ability alters the spiritualist's weapon and armor proficiency.</p>,systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Plague Eater""]]",Spiritualist (Plague Eater),Plague Eater,<id-00023,16,Withdraw Affliction,"<p>At 16th level, a plague eater can reach into a body, remove an affliction directly from the flesh, and use the diseased matter as a weapon. She can cast withdraw affliction once per day as a spell-like ability with a caster level equal to her spiritualist level.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Seeker of Enlightenment""]]",Spiritualist (Seeker of Enlightenment),Seeker of Enlightenment,<id-00010,5,Words of the Past,"<p>At 5th level, a seeker of enlightenment's connection with her past lives becomes so strong that she can cast comprehend languages at will as a spell-like ability, with a caster level equal to her spiritualist level.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Zeitgeist Binder""]]",Spiritualist (Zeitgeist Binder),Zeitgeist Binder,<id-00026,1,Zeitgeist,"<p>A zeitgeist binder's phantom is called a zeitgeist. In addition to an emotion, a zeitgeist is tied to one aspect of its settlement: corruption, crime, economy, law, lore, or society (Pathfinder RPG GameMastery Guide 204). In order to select an aspect, that aspect of the settlement must have a positive modifier (for instance, a settlement with a negative lore modifier or a modifier of 0 could not manifest a lore zeitgeist). Although a zeitgeist personifies a single chosen settlement, a zeitgeist binder can call it anywhere, but outside the bounds of its settlement, it loses the benefits of its settlement aspect and settlement avatar abilities.</p>",systems/pf1/icons/skills/water_07.jpg
=======
Class,Tags,Combined,Archetype,id,Level,Class Ability,Description,Img
Spiritualist,"[[""Spiritualist""],[""Soul Warden""]]",Spiritualist (Soul Warden),Soul Warden,<id-00025,20,Algea Call,"<p>At 20th level, as a standard action once per hour, a soul warden's nosoi scribe can summon countless other nosoi, which flock together to form an algea. This transformation lasts for 1 minute, after which the nosoi scribe returns unharmed, unless the algea is brought to 0 hit points or killed, in which case the nosoi scribe returns unconscious at 0 hit points. This is a summoning effect.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Totem Spiritualist""]]",Spiritualist (Totem Spiritualist),Totem Spiritualist,<id-00019,9,Animal Senses,"<p>At 9th level, a totem spiritualist shares her phantom animal's senses. If her phantom animal has any of the following abilities, she gains them whenever the phantom animal is harbored in her consciousness: blindsense, darkvision, low-light vision, and scent.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Priest of the Fallen""]]",Spiritualist (Priest of the Fallen),Priest of the Fallen,<id-00008,3,Channel Energy,"<p>At 3rd level, a priest of the fallen can channel her phantom's divine energy. This functions as the cleric's channel energy class feature, except that the amount of damage dealt or hit points restored is equal to 1d6 points plus an additional 1d6 points for every 2 spiritualist levels beyond 3rd. The priest of the fallen decides to channel positive or negative energy based on her alignment. A neutral priest of the fallen can channel either positive or negative energy, but once this choice is made, it cannot be changed. She can use this ability a number of times per day equal to her Charisma modifier (minimum 1).</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Necrologist""]]",Spiritualist (Necrologist),Necrologist,<id-00009,4,Channel Energy,"<p>At 4th level, a necrologist gains the ability to channel negative energy, with an effective cleric level equal to her spiritualist level - 3. She can use this ability a number of times per day equal to 1 + her Charisma modifier.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Hag-Haunted""]]",Spiritualist (Hag-Haunted),Hag-Haunted,<id-00009,4,Death Curse,"<p>A hag phantom is partially animated by the power of a hag's dying curse, and at 4th level this grants her a death curse of her own. As an immediate action, whenever the hag phantom is slain and returned to the Ethereal Plane, the phantom can utter a curse on the creature that killed her, targeting it with bestow curse. At 6th level, the spiritualist gains bestow curse as an extra 3rd-level spell known. At 16th level, the spiritualist gains major curse as an additional 6th-level spell known.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Ectoplasmatist""]]",Spiritualist (Ectoplasmatist),Ectoplasmatist,<id-00010,5,Detect Undead,"<p>At 5th level, a spiritualist's connection with the Ethereal Plane becomes so strong that she can use detect undead at will as a spell-like ability with a caster level equal to her spiritualist level.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Plague Eater""]]",Spiritualist (Plague Eater),Plague Eater,<id-00015,7,Disfiguring Touch,"<p>At 7th level, a plague eater can inflict upon others the superficial disfigurement associated with plague by casting disfiguring touch as a spell-like ability once per day. At 11th level and every 4 levels thereafter, the spiritualist can use this ability an additional time per day (to a maximum of four times per day at 19th level).</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Usher of Lost Souls""]]",Spiritualist (Usher of Lost Souls),Usher of Lost Souls,<id-00009,5,Disrupting Phantom,"<p>When an usher of lost souls reaches 4th level, her phantom gains the ability to directly harm haunts. The phantom can make an attack while within a haunt's area against an AC equal to 10 + the haunt's caster level. On a hit, the phantom deals its slam damage to the haunt; the haunt is immune to critical hits from the phantom. When an usher of lost souls reaches 12th level, her phantom can deal critical hits to a haunt, and the critical threat range for its slam attacks against haunts increases to 19-20.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Usher of Lost Souls""]]",Spiritualist (Usher of Lost Souls),Usher of Lost Souls,<id-00022,14,Disruptive Influence,"<p>At 14th level, the usher of lost souls can put spirits to rest. She can use one of her uses of calm spiritOA to instead cast purge spiritOA as a spell-like ability. She can expend two uses of her etheric channel to cast either of these spells as a spell-like ability.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Involutionist""]]",Spiritualist (Involutionist),Involutionist,<id-00026,1,Divine Spellcasting,"<p>An involutionist is a divine spellcaster. Her spells use verbal components instead of thought components and somatic components instead of emotional components. An involutionist's spirit phantom is her conduit to the divine, and it serves as her divine focus; the involutionist must either be within 5 feet on her spirit phantom or absorb her phantom into her consciousness to cast spells that require a divine focus.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Onmyoji""]]",Spiritualist (Onmyoji),Onmyoji,<id-00020,1,Divine Spellcasting,"<p>An onmyoji's spellcasting ability comes from divine rather than psychic power. As a divine caster, the onmyoji's spells use verbal components instead of thought components, and somatic components instead of emotional components, and she uses an ofuda as a divine focus. Ofudas are scrolls with holy writings written on parchment, cloth, or wood (having the same cost as a wooden holy symbol) or metal (having the same cost as a silver holy symbol). This ability alters spellcasting.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Onmyoji""]]",Spiritualist (Onmyoji),Onmyoji,<id-00009,4,Divine Teachings,"<p>An onmyoji gains the ability to call upon her phantom to help her cast spells she normally couldn't. At 4th level and every 3 levels thereafter, an onmyoji can choose a single spell from the cleric spell list with a spell level she is currently able to cast, and add that spell to her list of spells known, at the same spell level as it appears on the cleric spell list. Because the onmyoji relies on her phantom's influence in order to cast these spells, she can cast spells added in this way only while the phantom is confined within her consciousness (not stranded on the Ethereal Plane or fully manifested). This ability replaces spiritual interference and greater spiritual interference.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Drowned Channeler""]]",Spiritualist (Drowned Channeler),Drowned Channeler,<id-00026,1,Drowned Phantom,"<p>A drowned channeler has a drowned phantom. A drowned phantom's ectoplasmic body drips with water and seems to bleed off watery droplets even its incorporeal form. A drowned phantom gains a swim speed of 30 feet in both forms and gains the water subtype in addition to the phantom subtype, meaning that it can use its natural slam attacks underwater without taking the penalty for bludgeoning attacks underwater. The drowned channeler's etheric tether extends twice as far underwater, but only half as far above water. Additionally, the drowned phantom doesn't grant any of the usual benefits while confined in the drowned channeler's consciousness unless the drowned channeler is within 25 feet of an ocean, sea, lake, or other large body of water. Both forms of bonded manifestation grant the drowned phantom's swim speed of 30 feet to the drowned channeler, and attacks from the ectoplasmic bonded manifestation's tendrils don't take the typical penalties for bludgeoning attacks underwater, as if the phantom itself made them.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Drowned Channeler""]]",Spiritualist (Drowned Channeler),Drowned Channeler,<id-00010,5,Drowned Powers,"<p>At 5th level, a drowned channeler can use hydraulic pushAPG as a spell-like ability once per day, with an additional use each day at 9th level and every 4 levels thereafter. At 7th level, she can use slipstreamAPG once per day as a spell-like ability, with an additional use each day at 11th level and every 4 levels thereafter. At 9th level, she can use ride the wavesUM once per day as a spell-like ability. Finally, at 16th level, she can use fluid formAPG once per day as a spell-like ability.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Drowned Channeler""]]",Spiritualist (Drowned Channeler),Drowned Channeler,<id-00007,2,Drowned Spells,"<p>At 2nd level, a drowned channeler adds control water, fluid formAPG, hydraulic pushAPG, hydraulic torrentAPG, life current*, pressure adaptation*, ride the wavesUM, slipstreamAPG, stabilize pressure*, unlife current*, water breathing, and wave form* to the spiritualist spell list at the same spell level as they appear on the cleric list or sorcerer/wizard list, whichever is lower. Spells marked with an asterisk (*) appear in the Aquatic Spells section of this book (see page 59). The drowned channeler must still select them as spells known as normal.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Seeker of Enlightenment""]]",Spiritualist (Seeker of Enlightenment),Seeker of Enlightenment,<id-00005,1,Echoes of Expertise,"<p>A seeker of enlightenment gains a bonus equal to her spiritualist level on checks attempted with the two skills determined by her phantom's emotional focus. When the phantom is confined to the seeker of enlightenment's consciousness, it grants a +2 bonus on saving throws against mind-affecting effects; at 12th level, this bonus increases to +4. Once per day as a free action, the seeker of enlightenment can attempt a check with any Knowledge skill, including one in which she is not trained, and add her spiritualist level as a bonus on the check.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Seeker of Enlightenment""]]",Spiritualist (Seeker of Enlightenment),Seeker of Enlightenment,<id-00020,10,Echoes of Mastery,"<p>At 10th level, a seeker of enlightenment gains the bonus on saving throws from echoes of expertise even when her phantom is manifested. Additionally, once per day, she can take 20 on any Knowledge check, including one in which she is not trained.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Ectoplasmatist""]]",Spiritualist (Ectoplasmatist),Ectoplasmatist,<id-00009,4,Ectoplasmic Armor,"<p>At 4th level when an ectoplasmatist manifests her spiritual lash ability, tendrils of ectoplasmic material envelop her body, granting her a +4 armor bonus to AC.</p><p>At 12th level, the ectoplasmatist's armor bonus to AC increases to +6 and is treated as ghost touch armor.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Scourge""]]",Spiritualist (Scourge),Scourge,<id-00021,12,Ectoplasmic Swarm,"<p>At 12th level, as a standard action, a scourge with a phantom manifested in ectoplasmic form can command it to break apart in a gruesome display of gore and agony, transforming it into a swarm of Diminutive ectoplasmic organs and viscera. The phantom gains the swarm subtype, dealing its unmodified slam damage die as damage for its swarm attack. Its distraction DC is equal to 10 + 1/2 the phantom's Hit Dice + its Constitution modifier. In this form, the phantom is too diffuse to use inflict painOA or any of its abilities from emotional focus (even passive abilities).</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Fractured Mind""]]",Spiritualist (Fractured Mind),Fractured Mind,<id-00027,1,Emotional Power,"<p>The fractured mind gains a number of spell-like abilities, which are tied to her phantom's emotional focus. She gains one spell-like ability at 5th level, a second at 7th level, a third at 9th level, and a fourth at 16th level. A fractured mind can use each of these abilities once per day, plus one additional time per day for every 4 spiritualist levels she possesses beyond the level at which she gained the spell-like ability. The saving throw DCs for these spell-like abilities are equal to 10 + 1/2 the fractured mind's spiritualist class level + the fractured mind's Charisma modifier, rather than being based on the spell's level. The spell-like abilities granted by each emotional focus are listed below.</p><p><i>Anger: </i>Enlarge person (5th), rage (7th), longstrider (9th), shout (16th).</p><p><i>Dedication: </i>Command (5th), spiritual weapon (7th), bless (9th), death ward (16th).</p><p><i>Despair: </i>BungleUM (5th), stricken heartACG (7th), doom (9th), crushing despair (16th).</p><p><i>Fear: </i>Bane (5th), mad hallucinationUM (7th), doom (9th), phantasmal killer (16th).</p><p><i>Hatred: </i>Doom (5th), inflict moderate wounds (7th), bane (9th), bestow curse (16th).</p><p><i>Jealousy: </i>Sanctuary (5th), resist energy (7th), entropic shield (9th), spell immunity (16th).</p><p><i>Zeal: </i>Bless (5th), spiritual weapon (7th), divine favor (9th), freedom of movement (16th).</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Fractured Mind""]]",Spiritualist (Fractured Mind),Fractured Mind,<id-00026,1,Emotional Spellcasting,"<p>A fractured mind's ability to cast spells is tied to the force of her own spirit rather than her connection to the spirit world. As a result, she uses her Charisma score rather than her Wisdom score to determine the highest spell level she can cast, the saving throw DCs of spells she casts, and her bonus spells per day. This ability alters spellcasting.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Geist Channeler""]]",Spiritualist (Geist Channeler),Geist Channeler,<id-00027,1,Emotionless,"<p>A geist channeler's phantom doesn't have an emotional focus; instead, it is cold and devoid of emotions. The phantom gains a number of ranks in Knowledge (arcana) and Knowledge (religion) equal to its Hit Dice. While confined in the geist channeler's consciousness, the phantom grants the geist channeler Skill Focus in each of these skills. The phantom has good Reflex and Will saves, and gains Iron Will as a bonus feat, as well as the following abilities.</p><p><i>Unnerving Touch (Su): </i>As a standard action, a geist channeler's phantom can make a melee touch attack against a living creature, even if that creature is corporeal. If the attack hits, the target is shaken for 1d4+1 rounds. A successful Will save (DC = 10 + 1/2 the phantom's Hit Dice + the phantom's Charisma modifier) negates this effect. At 5th level, when the phantom can damage corporeal creatures with its slam attack, its slam attacks against living corporeal creatures gain this ability. Multiple attacks against the same creature don't cause the creature to become frightened. This is a mind-affecting fear effect.</p><p><i>Poltergeist's Knack (Sp): </i>At 7th level, a geist channeler's phantom can use telekinesis as a spell-like ability. It can use only the sustained force and violent thrust versions of this spell. The phantom can use this ability three times per day, plus one additional time at 10th level and every 3 levels thereafter (maximum seven times per day at 19th level). Its caster level for this spell-like ability is equal to the phantom's Hit Dice.</p><p><i>Spectral Protection (Su): </i>At 12th level as a standard action, while a geist channeler's phantom is confined within his psyche, he can call upon its power to project an aura of spectral energy that prevents incorporeal creatures from approaching him. This takes the form of a 30-foot-radius emanation centered on the geist channeler. Any incorporeal creature attempting to enter this area must succeed at a Will save (DC = 10 + 1/2 the geist channeler's spiritualist class level + the geist channeler's Wisdom modifier) or be unable to do so. This ability can be used only defensively, not aggressively; forcing the aura against an incorporeal creature collapses the aura. The geist channeler can use this ability for a number of minutes per day equal to his spiritualist level. The minutes don't need to be continuous, but must be spent in 1-minute increments.</p><p><i>Malevolent Possession (Sp): </i>At 17th level, a geist channeler's phantom can invade the bodies of other creatures. This functions as possession (see page 181). To use this ability, the phantom must be adjacent to the target. The target can resist the effect with a successful Will save (DC = 10 + 1/2 the phantom's Hit Dice + the phantom's Charisma modifier). The phantom can use this ability once per day.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Shadow Caller""]]",Spiritualist (Shadow Caller),Shadow Caller,<id-00028,1,Emotionless,"<p>A shadow caller's shade lacks an emotional focus; it is cold and devoid of all emotions. The shade gains a number of ranks in Intimidate and Stealth equal to its Hit Dice. The shadow caller gains Skill Focus in each of these skills while the shade inhabits her shadow. The shade has good Reflex and Will saves, gains Lightning Reflexes as a bonus feat, and gains the following abilities.</p><p>Weakening Touch (Su): A shade's slam attack causes its victim to take a -2 penalty to Strength for 1 round. As a standard action, a shade in incorporeal form can deliver the penalty as a touch attack. This penalty does not stack with itself. This is a negative energy effect.</p><p>Umbral Shroud (Su) When the shadow caller reaches 7th level, her shade can emit a 10-foot aura of swirling shadows that grants all allies 20% concealment against creatures without darkvision or the see in darkness ability, and a +4 bonus on Stealth checks.</p><p>Shadow Caster (Sp): When the shadow caller reaches 12th level, her shade gains the ability to cast either shadow conjuration or shadow evocation once per day. It uses its Hit Dice as its caster level, and the DC for these spells equals 10 + 1/2 the shade's Hit Dice + its Charisma modifier. Instead of the normal spell level and percentage of reality for the two spells, the maximum spell level of the duplicated spell is 4th level, and the effects are 40% real. When the shadow caller reaches 18th level, the maximum spell level improves to 6th level and effects are 60% real.</p><p>Midnight Shroud (Su): When the shadow caller reaches 17th level, her shade's umbral shroud also lowers the light level in its range to darkness, regardless of the prevailing conditions; this counts as a 7th-level darkness spell for the purpose of adjudicating light and darkness effects.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Scourge""]]",Spiritualist (Scourge),Scourge,<id-00026,6,Endure Torment,"<p>At 6th level, a scourge's phantom gains immunity to pain effects and gains a +4 bonus on saving throws against effects that could cause it to become staggered or stunned.</p>",systems/pf1/icons/skills/water_07.jpg
